Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
10-31-20,"55,679,027","13,565","265,607,934","19,997,335,994,446","85,702","32,088",1,"307,532","13,341,987","112,330,245","1,316,281,835","95,944","1,692,438","2,441","273,139","582,424,486","275,796",48,1,"18,530,656"
10-30-20,"55,639,970","13,459","228,409,072","19,997,335,994,446","99,744","35,704",1,"307,388","12,828,892","110,342,099","1,893,674,939","141,058","2,350,724","2,418","265,605","582,155,686","268,364",48,1,"18,530,000"
10-29-20,"55,603,227","13,289","310,741,338","19,997,335,994,446","96,472","280,278",1,"307,248","12,458,484","107,359,880","2,135,566,368","160,005","2,437,235","2,556","272,810","581,879,482","276,070",45,1,"18,529,344"
10-28-20,"55,552,213","13,651","325,461,283","19,997,335,994,446","97,435","40,753",1,"307,119","11,446,509","99,407,296","2,517,314,640","187,898","2,662,066","2,613","258,331","581,618,610","261,340",44,0,"18,528,688"
10-27-20,"55,515,536","13,076","176,006,371","19,997,335,994,446","107,755","54,711",1,"306,991","10,871,089","98,413,223","1,916,977,069","142,312","2,503,687","2,545","249,328","581,366,349","251,938",43,1,"18,528,031"
10-26-20,"55,451,045","13,037","111,062,981","19,997,335,994,446","108,072","41,250",1,"306,843","10,435,984","109,348,026","2,143,577,767","163,660","2,834,831","2,295","249,473","581,113,651","252,494",41,0,"18,527,375"
10-25-20,"55,400,672","13,128","69,928,611","19,997,335,994,446","87,064","22,793",1,"306,683","10,397,996","116,306,537","770,092,624","58,962","1,638,908","2,071","239,916","580,871,863","242,273",43,1,"18,526,719"
10-24-20,"55,352,545","12,945","151,273,932","19,997,335,994,446","105,932","30,670",1,"306,479","13,768,788","151,099,091","1,019,815,579","78,368","1,860,296","2,018","304,131","580,564,105","306,774",44,1,"18,526,063"
10-23-20,"55,310,073","12,990","234,841,377","19,997,335,994,446","115,901","42,846",1,"306,311","12,640,081","130,223,558","2,772,642,131","214,302","2,741,260","2,472","320,764","580,241,547","323,869",39,0,"18,524,963"
10-22-20,"55,257,266","12,832","486,931,526","19,997,335,994,446","116,210","56,500",1,"306,135","13,585,269","136,187,996","3,311,533,244","255,685","4,039,133","2,475","335,567","579,902,150","339,087",39,0,"18,524,300"
10-21-20,"55,208,001","11,925","167,903,083","19,997,335,994,446","121,443","55,214",1,"305,966","11,562,043","129,229,485","2,381,891,958","190,561","3,812,554","2,395","307,518","579,591,519","311,292",37,0,"18,523,413"
10-20-20,"55,163,420","11,758","139,587,584","19,997,335,994,446","118,715","55,170",1,"305,790","11,710,523","143,146,507","1,656,442,476","139,953","4,199,302","2,296","327,487","579,259,854","330,563",35,1,"18,522,531"
10-19-20,"55,115,853","11,508","29,716,244","19,997,335,994,446","114,911","46,731",1,"305,630","9,776,921","124,259,121","1,621,572,966","139,860","3,411,625","2,431","300,903","578,956,984","303,929",32,1,"18,521,656"
10-18-20,"55,079,394","11,367","34,142,836","19,997,335,994,446","83,896","29,045",1,"305,500","8,982,106","119,288,756","564,810,369","49,419","2,127,428","1,930","229,188","578,725,039","231,557",39,2,"18,520,775"
10-17-20,"55,030,303","11,328","109,053,462","19,529,685,517,636","99,490","31,990",1,"305,339","11,674,224","152,419,671","694,375,229","61,240","2,423,281","1,752","272,613","578,449,559","275,069",42,2,"18,520,119"
10-16-20,"55,000,664","11,504","111,854,678","19,298,087,186,263","119,022","64,494",1,"305,150","11,742,282","148,693,533","1,735,871,118","152,867","2,358,983","2,094","321,495","578,125,832","324,647",36,1,"18,519,238"
10-15-20,"54,949,726","11,431","93,932,071","19,298,087,186,263","123,491","94,470",1,"304,960","11,814,116","144,856,281","1,656,087,274","145,193","2,630,666","2,258","337,546","577,784,733","340,993",34,1,"18,518,144"
10-14-20,"54,902,129","11,428","117,568,933","19,298,087,186,263","120,737","64,264",1,"304,791","11,605,343","142,937,654","1,641,335,688","144,103","2,398,756","2,111","310,908","577,469,354","314,541",36,1,"18,517,263"
10-13-20,"54,848,355","11,540","166,313,556","19,298,087,186,263","116,905","46,158",1,"304,582","12,872,176","159,245,977","1,713,107,902","149,869","2,284,628","2,007","329,911","577,136,548","333,215",38,1,"18,516,381"
10-12-20,"54,782,949","11,377","60,215,828","19,298,087,186,263","111,107","60,358",1,"304,405","11,515,021","142,937,654","1,519,550,415","132,805","2,172,343","2,109","310,812","576,822,203","314,174",37,1,"18,515,281"
10-11-20,"54,727,717","11,303","97,927,463","19,298,087,186,263","84,352","38,206",1,"304,256","10,659,931","134,303,836","651,622,749","57,356","2,133,739","1,829","253,485","576,565,333","256,096",41,2,"18,514,406"
10-10-20,"54,670,996","11,063","120,551,931","19,298,087,186,263","107,322","53,124",1,"304,070","11,127,195","137,181,776","1,149,403,530","101,444","1,865,862","2,087","295,570","576,267,005","298,486",37,1,"18,513,525"
10-09-20,"54,634,276","10,923","142,856,447","19,298,087,186,263","120,487","70,444",1,"303,884","10,965,183","136,222,463","2,052,602,360","186,620","2,758,950","2,390","335,917","575,927,903","339,343",32,1,"18,512,644"
10-08-20,"54,575,650","10,671","102,699,834","19,298,087,186,263","119,978","75,842",1,"303,686","12,084,851","155,408,725","1,564,119,347","145,782","2,022,716","2,038","327,068","575,598,463","330,227",37,1,"18,511,769"
10-07-20,"54,544,080","10,604","103,826,838","19,298,087,186,263","123,016","55,839",1,"303,492","11,193,916","144,856,281","1,847,973,952","174,094","2,110,682","2,454","367,060","575,227,641","370,554",30,1,"18,510,669"
10-06-20,"54,512,273","10,789","78,412,225","19,298,087,186,263","118,043","55,560",1,"303,323","10,054,285","124,710,705","1,385,299,160","129,487","2,176,303","2,446","314,751","574,909,252","317,922",31,1,"18,509,794"
10-05-20,"54,466,372","10,673","31,512,003","19,298,087,186,263","111,936","60,025",1,"303,155","10,710,768","134,303,836","1,343,799,081","125,552","2,042,047","2,107","291,945","574,614,906","294,986",35,1,"18,508,913"
10-04-20,"54,422,490","10,552","31,477,196","19,300,708,897,946","85,754","33,606",1,"302,963","11,055,916","151,592,064","634,742,573","59,889","1,876,624","1,696","265,583","574,346,133","268,019",41,2,"18,508,025"
10-03-20,"54,381,298","10,575","150,343,725","19,314,656,404,097","101,924","41,552",1,"302,763","10,855,303","144,980,653","846,455,551","80,285","2,174,250","2,059","308,298","574,036,153","310,855",35,1,"18,506,931"
10-02-20,"54,355,557","10,619","183,013,787","19,314,656,404,097","116,831","79,871",1,"302,587","10,232,864","130,578,602","2,283,910,067","217,077","2,708,627","2,319","312,259","573,719,849","315,443",32,0,"18,506,050"
10-01-20,"54,309,711","10,778","89,894,643","19,314,656,404,097","119,336","60,055",1,"302,426","9,416,443","119,056,960","1,674,944,662","156,037","1,977,667","2,458","301,807","573,414,811","304,757",31,1,"18,505,175"
09-30-20,"54,268,353","10,841","89,865,245","19,314,656,404,097","122,111","53,696",1,"302,219","11,484,361","149,781,337","1,561,125,507","145,528","2,388,253","2,253","347,857","573,063,493","351,417",33,1,"18,504,519"
09-29-20,"54,224,524","10,692","109,557,462","19,314,656,404,097","118,456","67,635",1,"302,039","10,337,349","135,379,286","1,756,325,730","163,845","2,586,562","2,466","343,722","572,717,092","347,696",30,1,"18,503,425"
09-28-20,"54,176,009","10,774","50,063,045","19,314,656,404,097","114,153","52,817",1,"301,879","9,531,619","123,857,644","1,644,928,782","151,224","2,293,689","2,291","291,464","572,421,210","295,476",32,1,"18,502,544"
09-27-20,"54,148,169","10,732","48,519,034","19,314,656,404,097","81,955","22,971",1,"301,724","10,713,359","145,940,790","789,919,236","73,760","2,072,273","1,706","256,059","572,161,256","259,382",41,1,"18,501,888"
09-26-20,"54,103,040","10,693","129,716,553","19,314,656,404,097","98,839","31,948",1,"301,528","10,759,365","144,020,517","794,309,820","74,160","2,385,729","1,841","273,219","571,884,361","276,162",38,1,"18,500,781"
09-25-20,"54,070,881","10,732","124,807,106","19,314,656,404,097","119,178","52,744",1,"301,300","12,502,201","162,263,115","1,904,178,399","178,615","2,838,227","2,089","349,404","571,532,636","353,070",34,1,"18,499,900"
09-24-20,"54,030,335","10,234","124,490,884","19,314,656,404,097","121,644","65,234",1,"301,127","9,928,236","131,538,739","2,038,281,714","195,896","2,409,207","2,311","312,797","571,215,214","316,552",31,0,"18,498,781"
09-23-20,"54,003,620","10,532","99,403,514","19,314,656,404,097","116,764","94,747",1,"300,945","10,252,435","136,339,422","1,930,400,509","184,851","2,652,893","2,464","345,970","570,865,205","349,938",29,1,"18,497,906"
09-22-20,"53,969,300","10,430","193,630,538","19,314,656,404,097","116,137","50,723",1,"300,779","9,208,013","123,857,644","1,620,744,901","154,966","2,782,025","2,426","309,101","570,552,657","312,989",29,1,"18,497,031"
09-21-20,"53,919,623","10,920","69,233,311","19,314,656,404,097","109,592","62,740",1,"300,604","10,351,910","139,219,833","1,618,550,494","152,786","3,456,045","2,052","293,648","570,255,219","297,605",35,1,"18,496,375"
09-20-20,"53,887,732","11,081","54,811,966","19,148,290,888,759","82,303","36,858",1,"300,448","10,041,685","135,165,072","845,867,148","77,545","2,360,009","1,825","255,602","569,995,917","259,095",39,1,"18,495,500"
09-19-20,"53,838,268","10,932","88,269,394","17,345,997,805,929","102,041","41,981",1,"300,262","10,777,756","128,478,860","1,020,812,737","92,669","2,860,940","1,989","293,197","569,700,045","296,357",36,1,"18,494,625"
09-18-20,"53,806,038","10,944","117,116,914","17,345,997,805,929","119,477","53,297",1,"300,072","12,027,087","142,275,248","1,937,356,457","177,236","3,787,105","1,971","321,101","569,374,777","325,157",37,1,"18,493,531"
09-17-20,"53,765,846","10,948","154,480,377","17,345,997,805,929","122,101","60,319",1,"299,846","12,881,876","153,484,813","1,728,645,381","158,932","4,143,517","1,958","344,820","569,025,108","348,581",37,1,"18,492,656"
09-16-20,"53,730,063","10,786","135,273,030","17,345,997,805,929","123,770","82,349",1,"299,643","11,397,006","133,652,505","1,875,402,238","172,049","3,050,639","2,210","338,696","568,683,964","342,609",33,1,"18,491,344"
09-15-20,"53,688,939","10,675","143,525,659","17,345,997,805,929","121,489","52,816",1,"299,459","11,329,376","134,514,780","1,675,152,817","155,491","2,860,062","2,134","328,814","568,348,616","332,957",34,1,"18,490,469"
09-14-20,"53,657,894","10,331","81,937,986","17,345,997,805,929","113,423","45,678",1,"299,256","12,485,220","151,760,264","1,641,329,658","156,010","2,762,366","2,011","349,764","567,995,956","354,020",35,1,"18,489,594"
09-13-20,"53,615,722","10,446","57,857,608","17,345,997,805,929","82,276","22,982",1,"299,104","11,038,734","139,688,425","786,517,190","75,671","2,620,089","1,575","251,774","567,741,366","255,110",43,1,"18,488,494"
09-12-20,"53,587,633","10,395","101,653,161","17,345,997,805,929","99,117","32,410",1,"298,924","11,755,971","146,586,619","855,809,355","82,609","2,593,737","1,766","296,767","567,440,733","300,152",39,1,"18,487,400"
09-11-20,"53,539,575","10,353","147,055,601","17,345,997,805,929","114,355","50,197",1,"298,740","9,984,827","118,993,843","1,615,058,495","156,939","3,130,285","2,234","304,149","567,132,303","308,323",32,1,"18,486,300"
09-10-20,"53,516,044","10,228","113,383,269","17,345,997,805,929","117,549","49,051",1,"298,530","11,342,159","136,239,328","1,510,201,426","146,147","3,493,320","2,190","341,825","566,786,901","345,981",33,1,"18,485,419"
09-09-20,"53,486,559","10,122","194,156,867","17,345,997,805,929","118,192","77,275",1,"298,352","10,385,265","128,478,860","1,479,239,534","145,217","3,188,716","2,113","310,690","566,471,474","314,864",33,1,"18,484,544"
09-08-20,"53,449,473","10,368","153,205,856","17,345,997,805,929","110,009","47,233",1,"298,158","10,676,169","133,652,505","1,706,304,708","168,464","2,703,154","2,146","328,306","566,138,653","332,668",32,1,"18,483,450"
09-07-20,"53,418,019","10,255","89,153,593","17,445,332,713,343","102,802","55,177",1,"297,934","12,203,311","151,762,134","1,747,148,282","172,730","2,985,928","1,872","323,182","565,811,414","327,662",37,1,"18,482,575"
09-06-20,"53,384,436","10,160","222,072,428","17,557,993,035,167","81,877","29,364",1,"297,721","10,418,305","130,921,885","942,632,673","92,446","2,294,693","1,752","258,797","565,548,789","262,820",39,1,"18,481,469"
09-05-20,"53,356,274","10,468","310,980,390","17,557,993,035,167","95,743","40,766",1,"297,541","10,426,132","123,066,572","1,263,375,219","122,922","2,428,545","2,309","321,132","565,222,979","325,523",32,1,"18,480,594"
09-04-20,"53,320,829","10,188","361,418,115","17,557,993,035,167","106,441","59,232",1,"297,365","10,521,918","117,829,697","2,512,517,216","242,003","2,654,809","2,210","292,923","564,925,454","298,286",35,0,"18,479,713"
09-03-20,"53,290,770","11,397","265,432,701","17,557,993,035,167","113,200","60,776",1,"297,198","10,387,319","112,592,821","2,195,667,067","199,753","2,741,474","2,410","305,389","564,613,771","310,922",33,0,"18,478,831"
09-02-20,"53,256,853","11,923","176,627,449","17,557,993,035,167","114,086","54,559",1,"297,012","12,071,209","125,685,010","2,108,369,094","182,861","2,306,329","2,205","312,045","564,296,566","317,449",38,1,"18,477,956"
09-01-20,"53,215,210","11,660","102,290,923","17,557,993,035,167","121,477","55,524",1,"296,816","12,943,722","134,413,135","2,357,189,691","197,979","2,653,445","2,445","371,691","563,920,688","376,508",34,1,"18,477,075"
08-31-20,"53,185,834","11,708","54,121,906","17,557,993,035,167","110,960","46,679",1,"296,640","12,191,565","130,921,885","2,351,032,935","201,120","2,697,925","2,019","298,800","563,616,429","302,920",40,1,"18,476,200"
08-30-20,"53,146,374","11,482","48,056,175","17,557,993,035,167","81,520","24,437",1,"296,474","9,959,939","110,847,196","1,092,133,418","94,059","1,753,308","2,119","265,680","563,347,869","269,114",37,1,"18,475,319"
08-29-20,"53,122,759","11,535","125,753,229","17,557,993,035,167","95,799","27,390",1,"296,280","11,257,775","127,430,635","936,108,106","81,346","1,751,538","2,005","289,608","563,055,351","292,783",38,1,"18,474,444"
08-28-20,"53,087,838","11,302","152,064,702","17,557,993,035,167","117,345","49,862",1,"296,067","13,003,916","142,268,449","2,013,696,414","175,751","2,165,613","2,164","349,009","562,702,084","352,722",37,1,"18,473,569"
08-27-20,"53,055,487","11,467","104,337,127","17,557,993,035,167","108,477","47,628",1,"295,904","10,690,122","112,592,821","1,582,727,808","139,499","2,013,412","2,544","324,513","562,374,913","328,157",32,1,"18,472,469"
08-26-20,"53,029,649","11,337","168,869,326","17,557,993,035,167","112,243","47,859",1,"295,719","11,345,448","123,939,385","1,606,738,709","141,116","1,947,967","2,283","320,047","562,049,916","324,184",35,1,"18,471,588"
08-25-20,"52,991,948","11,764","75,749,357","17,557,993,035,167","106,864","41,995",1,"295,550","10,414,544","111,720,009","1,571,905,464","136,983","1,616,790","2,378","300,429","561,745,693","304,409",34,1,"18,470,713"
08-24-20,"52,960,154","11,653","39,027,595","17,340,945,336,075","108,522","63,612",1,"295,376","11,845,489","128,441,437","1,349,526,577","114,942","1,864,226","2,209","325,028","561,416,625","329,133",36,1,"18,470,050"
08-23-20,"52,919,425","11,683","85,029,155","16,947,802,333,947","84,353","31,500",1,"295,180","12,250,515","132,269,332","694,626,473","59,773","1,371,403","1,839","285,434","561,127,786","288,728",42,2,"18,468,950"
08-22-20,"52,886,211","11,523","153,928,937","16,947,802,333,947","96,964","52,939",1,"295,000","11,060,458","114,577,256","947,590,518","81,976","1,358,275","2,292","308,132","560,816,607","311,699",35,1,"18,468,075"
08-21-20,"52,845,759","11,866","96,746,302","16,947,802,333,947","107,827","74,079",1,"294,792","12,988,331","130,584,373","1,516,606,231","129,047","1,495,714","2,028","310,171","560,501,695","314,297",41,1,"18,467,194"
08-20-20,"52,817,610","11,734","208,815,096","16,947,802,333,947","113,348","55,130",1,"294,607","12,309,250","123,002,054","1,599,895,180","135,544","1,846,157","2,286","329,738","560,169,336","333,683",37,1,"18,466,319"
08-19-20,"52,782,166","11,970","217,771,115","16,947,802,333,947","109,826","48,055",1,"294,429","11,920,460","116,262,216","1,951,302,614","165,408","1,887,294","2,419","330,014","559,833,731","333,879",36,1,"18,465,444"
08-18-20,"52,738,000","12,294","253,521,340","16,947,802,333,947","109,015","47,044",1,"294,254","12,747,410","117,947,175","2,363,375,057","194,089","2,076,963","2,472","341,325","559,488,830","346,036",36,1,"18,464,569"
08-17-20,"52,706,520","11,914","63,773,670","16,947,802,333,947","119,364","60,576",1,"294,096","10,390,360","105,309,978","2,046,439,654","168,397","2,938,608","2,344","289,154","559,196,165","292,944",35,1,"18,463,688"
08-16-20,"52,664,855","11,874","101,333,020","16,947,802,333,947","88,445","26,442",1,"293,921","12,130,221","128,056,933","923,018,319","77,886","1,819,310","1,875","281,605","558,910,456","285,069",42,1,"18,462,813"
